19956	31.6797
44411	22.5147
13157	38.717
76224	37.584
11983	60.9614
87365	42.3236
36913	61.1573
22604	39.7408
23238	52.965
86267	34.5138
88768	38.4609
36482	27.2737
25537	26.6319
62570	26.5782
45120	40.7513
22882	24.4909
46986	38.4944
37106	38.1151
16157	27.3256
57785	31.6916
20763	37.1141
28305	36.8627
25698	39.0886
29583	29.642
25560	24.3975
26115	28.9144
13455	39.1453
43383	28.253
12632	40.7932
10091	45.3176
24503	32.3593
12714	14.1026
33320	41.1104
27447	34.3207
47411	39.5815
73091	40.5495
66731	32.2249
66439	34.844
33316	35.5025
34521	42.4756
39041	40.8827
34359	39.1018
31460	40.7502
21921	41.8001
25805	26.9095
24380	42.0304
44104	39.7356
11498	9.29727
76973	30.7238
1143	34.4707
4222	34.5097
1160	35.0862
1650	34.4848
11430	7.50656
21074	12.048
1152	38.6285
25840	31.9582
1966	41.6582
1303	37.8358
12424	36.6066
6860	39.0379
1990	40.402
3120	35.641
4573	45.3532
1044	35.9195
1719	39.7906
12148	13.6977
7722	35.6255
4986	34.8576
2784	43.8218
3013	33.8865
5026	33.844
2419	34.1463
4581	38.8998
1008	44.0476
1148	40.1568
3073	61.2105
1193	42.917
2176	33.6397
2442	60.5242
1549	61.2653
1045	40
3010	61.8272
3648	60.9649
2221	61.0536
1165	61.3734
1378	42.5254
2084	61.5163
5060	54.7036
4400	62.4545
2435	61.4374
1081	60.8696
2253	60.719
2079	32.0346
1089	33.8843
1011	32.9377
2232	36.9176
1059	44.7592
1021	40.0588
1171	31.5115
1074	29.8883
2400	29.875
3557	40.1462
2326	41.8745
1907	36.0776
1675	39.5821
1819	29.9065
2669	39.5279
1226	34.9103
2476	34.4103
3218	38.5954
1117	36.0788
1141	40.8414
1248	40.1442
1109	46.9793
4231	31.2692
1424	50.9129
2889	37.7639
1029	36.5403
2882	46.0097
1031	30.2619
1142	30.035
1251	44.0448
1039	35.1299
3622	33.683
1943	30.4683
1368	30.848
1473	30.0068
3932	28.5351
2479	29.9718
2943	28.7122
1050	39.4286
1251	37.6499
4608	35.0043
1240	43.3871
1074	46.8343
1152	41.8403
11148	9.84033
1087	31.6467
4256	38.4633
1048	40.1718
1377	28.3224
1641	42.9007
1090	35.6881
1193	38.3068
1101	33.6966
1191	39.7145
1079	32.3448
1225	34.5306
2982	43.1925
2628	31.8113
1105	37.6471
1494	31.4592
1150	43.7391
2664	32.1321
4030	35.8809
2603	29.1587
3080	34.1234
3234	32.1892
1040	53.3654
1201	53.0391
1199	38.6989
1105	29.5928
1148	30.1394
1147	43.3304
2161	27.95
2124	38.371
1225	36.7347
1333	35.4839
2584	34.8297
2062	37.0029
2385	43.1447
1102	32.5771
2014	29.6425
1276	29.7022
2198	29.7998
1203	30.6733
3519	41.7732
1533	37.3777
1716	40.3263
1797	28.3806
1340	30.2985
1166	35.8491
1005	36.8159
1042	41.7466
1271	33.753
2129	30.4368
1246	30.4173
1032	34.6899
1229	34.4182
1144	38.1119
1377	41.0312
1177	32.0306
1291	31.1387
2006	31.007
1102	31.3067
1182	44.0778
1961	39.3167
1555	30.418
2612	29.7473
2882	34.3511
1339	31.1426
2368	29.4341
1231	45.4915
3144	29.7074
3025	29.5207
2541	28.4534
1832	54.7489
1520	30.0658
2173	35.5269
1261	32.0381
1178	32.5127
1625	42.2154
2342	39.3681
1220	33.1148
1137	37.3791
4865	47.0915
1471	31.3392
6294	42.326
15068	17.6799
1084	50.0923
1715	34.8688
3299	40.0121
1096	41.5146
1167	35.3899
